,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2180,2016,9270794.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2181,2017,9429016.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2182,2018,9587523.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2183,2019,9746115.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2184,2020,9904608.0,SP.POP.TOTL,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
2185,2016,7336600.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2186,2017,7391700.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2187,2018,7451000.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2188,2019,7507400.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2189,2020,7481800.0,SP.POP.TOTL,HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Not classified
2190,2016,9814023.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2191,2017,9787966.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2192,2018,9775564.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2193,2019,9771141.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2194,2020,9749763.0,SP.POP.TOTL,HUN,Hungary,Europe & Central Asia,High income,Not classified
2195,2016,335439.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2196,2017,343400.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2197,2018,352721.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2198,2019,360563.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2199,2020,366425.0,SP.POP.TOTL,ISL,Iceland,Europe & Central Asia,High income,Not classified
2200,2016,1324517250.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2201,2017,1338676779.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2202,2018,1352642283.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2203,2019,1366417756.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2204,2020,1380004385.0,SP.POP.TOTL,IND,India,South Asia,Lower middle income,IBRD
2205,2016,261556386.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2206,2017,264650969.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2207,2018,267670549.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2208,2019,270625567.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2209,2020,273523621.0,SP.POP.TOTL,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
2210,2016,79563991.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2211,2017,80673888.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2212,2018,81800204.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2213,2019,82913893.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2214,2020,83992953.0,SP.POP.TOTL,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
2215,2016,36610632.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2216,2017,37552789.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2217,2018,38433604.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2218,2019,39309789.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2219,2020,40222503.0,SP.POP.TOTL,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
2220,2016,4755335.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2221,2017,4807388.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2222,2018,4867316.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2223,2019,4934340.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2224,2020,4994724.0,SP.POP.TOTL,IRL,Ireland,Europe & Central Asia,High income,Not classified
2225,2016,83296.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2226,2017,83610.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2227,2018,84073.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2228,2019,84589.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2229,2020,85032.0,SP.POP.TOTL,IMN,Isle of Man,Europe & Central Asia,High income,Not classified
2230,2016,8546000.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2231,2017,8713300.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2232,2018,8882800.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2233,2019,9054000.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2234,2020,9216900.0,SP.POP.TOTL,ISR,Israel,Middle East & North Africa,High income,Not classified
2235,2016,60627498.0,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2236,2017,60536709.0,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2237,2018,60421760.0,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2238,2019,59729081.0,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2239,2020,59554023.0,SP.POP.TOTL,ITA,Italy,Europe & Central Asia,High income,Not classified
2240,2016,2906242.0,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2241,2017,2920848.0,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2242,2018,2934853.0,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2243,2019,2948277.0,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2244,2020,2961161.0,SP.POP.TOTL,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
2245,2016,126994511.0,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2246,2017,126785797.0,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2247,2018,126529100.0,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2248,2019,126264931.0,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2249,2020,125836021.0,SP.POP.TOTL,JPN,Japan,East Asia & Pacific,High income,Not classified
2250,2016,9554286.0,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2251,2017,9785840.0,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2252,2018,9965322.0,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2253,2019,10101697.0,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2254,2020,10203140.0,SP.POP.TOTL,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
2255,2016,17794055.0,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2256,2017,18037776.0,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2257,2018,18276452.0,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2258,2019,18513673.0,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2259,2020,18754440.0,SP.POP.TOTL,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
2260,2016,49051531.0,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2261,2017,50221146.0,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2262,2018,51392570.0,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2263,2019,52573967.0,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2264,2020,53771300.0,SP.POP.TOTL,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
2265,2016,112529.0,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2266,2017,114153.0,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2267,2018,115842.0,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2268,2019,117608.0,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2269,2020,119446.0,SP.POP.TOTL,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
2270,2016,25307665.0,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2271,2017,25429816.0,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2272,2018,25549606.0,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2273,2019,25666158.0,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2274,2020,25778815.0,SP.POP.TOTL,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
2275,2016,51217803.0,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2276,2017,51361911.0,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2277,2018,51606633.0,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2278,2019,51709098.0,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2279,2020,51780579.0,SP.POP.TOTL,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
2280,2016,1777557.0,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2281,2017,1791003.0,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2282,2018,1797085.0,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2283,2019,1788878.0,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2284,2020,1775378.0,SP.POP.TOTL,XKX,Kosovo,Europe & Central Asia,Upper middle income,IDA
2285,2016,3956862.0,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2286,2017,4056102.0,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2287,2018,4137314.0,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2288,2019,4207077.0,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2289,2020,4270563.0,SP.POP.TOTL,KWT,Kuwait,Middle East & North Africa,High income,Not classified
2290,2016,6079500.0,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2291,2017,6198200.0,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2292,2018,6322800.0,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2293,2019,6456200.0,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2294,2020,6591600.0,SP.POP.TOTL,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
2295,2016,6845848.0,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2296,2017,6953031.0,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2297,2018,7061498.0,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2298,2019,7169456.0,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2299,2020,7275556.0,SP.POP.TOTL,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
2300,2016,1959537.0,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2301,2017,1942248.0,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2302,2018,1927174.0,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2303,2019,1913822.0,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2304,2020,1901548.0,SP.POP.TOTL,LVA,Latvia,Europe & Central Asia,High income,Not classified
2305,2016,6714281.0,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2306,2017,6819373.0,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2307,2018,6859408.0,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2308,2019,6855709.0,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2309,2020,6825442.0,SP.POP.TOTL,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
2310,2016,2075041.0,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2311,2017,2091532.0,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2312,2018,2108327.0,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2313,2019,2125267.0,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2314,2020,2142252.0,SP.POP.TOTL,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
2315,2016,4586788.0,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2316,2017,4702224.0,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2317,2018,4818976.0,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2318,2019,4937374.0,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2319,2020,5057677.0,SP.POP.TOTL,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
2320,2016,6492160.0,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2321,2017,6580723.0,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2322,2018,6678565.0,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2323,2019,6777453.0,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2324,2020,6871287.0,SP.POP.TOTL,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
2325,2016,37655.0,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2326,2017,37805.0,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2327,2018,37918.0,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2328,2019,38020.0,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2329,2020,38137.0,SP.POP.TOTL,LIE,Liechtenstein,Europe & Central Asia,High income,Not classified
2330,2016,2868231.0,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2331,2017,2828403.0,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2332,2018,2801543.0,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2333,2019,2794137.0,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2334,2020,2794700.0,SP.POP.TOTL,LTU,Lithuania,Europe & Central Asia,High income,Not classified
2335,2016,582014.0,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2336,2017,596336.0,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2337,2018,607950.0,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2338,2019,620001.0,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2339,2020,632275.0,SP.POP.TOTL,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
2340,2016,612824.0,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2341,2017,622578.0,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2342,2018,631633.0,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2343,2019,640446.0,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2344,2020,649342.0,SP.POP.TOTL,MAC,"Macao SAR, China",East Asia & Pacific,High income,Not classified
2345,2016,24894370.0,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2346,2017,25570511.0,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2347,2018,26262313.0,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2348,2019,26969306.0,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2349,2020,27691019.0,SP.POP.TOTL,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
2350,2016,17205253.0,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2351,2017,17670193.0,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2352,2018,18143215.0,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2353,2019,18628749.0,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2354,2020,19129955.0,SP.POP.TOTL,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
2355,2016,30684652.0,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2356,2017,31104655.0,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2357,2018,31528033.0,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2358,2019,31949789.0,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2359,2020,32365998.0,SP.POP.TOTL,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
2360,2016,475505.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2361,2017,496398.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2362,2018,515704.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2363,2019,530957.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2364,2020,540542.0,SP.POP.TOTL,MDV,Maldives,South Asia,Upper middle income,IDA
2365,2016,17965448.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2366,2017,18512429.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2367,2018,19077755.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2368,2019,19658023.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2369,2020,20250834.0,SP.POP.TOTL,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
2370,2016,455356.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2371,2017,467999.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2372,2018,484630.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2373,2019,504062.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2374,2020,525285.0,SP.POP.TOTL,MLT,Malta,Middle East & North Africa,High income,Not classified
2375,2016,57723.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2376,2017,58053.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2377,2018,58412.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2378,2019,58791.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2379,2020,59194.0,SP.POP.TOTL,MHL,Marshall Islands,East Asia & Pacific,Upper middle income,IDA
2380,2016,4163532.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2381,2017,4282582.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2382,2018,4403312.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2383,2019,4525698.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2384,2020,4649660.0,SP.POP.TOTL,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
2385,2016,1263473.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2386,2017,1264613.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2387,2018,1265303.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2388,2019,1265711.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2389,2020,1265740.0,SP.POP.TOTL,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
2390,2016,123333379.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2391,2017,124777326.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2392,2018,126190782.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2393,2019,127575529.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2394,2020,128932753.0,SP.POP.TOTL,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
2395,2016,110215.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2396,2017,111461.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2397,2018,112640.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2398,2019,113811.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2399,2020,115021.0,SP.POP.TOTL,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
2400,2016,2802170.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2401,2017,2755158.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2402,2018,2708214.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2403,2019,2664974.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2404,2020,2620495.0,SP.POP.TOTL,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
2405,2016,38070.0,SP.POP.TOTL,MCO,Monaco,Europe & Central Asia,High income,Not classified
